# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	94758	100145	+	XM_029016774.1		XP_028869799.1	Helicase SRCAP		39880252	BXIN_2865	5388	5388	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	94758	100145	+	XP_028869799.1		XM_029016774.1	Helicase SRCAP		39880252	BXIN_2865	5388	1795	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	100267	104550	-					pyrF	39880253	BXIN_2866	4284		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	100267	104550	-	XM_029016775.1		XP_028870021.1	Orotidine 5'-phosphate decarboxylase	pyrF	39880253	BXIN_2866	3858	3858	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	100267	104550	-	XP_028870021.1		XM_029016775.1	Orotidine 5'-phosphate decarboxylase	pyrF	39880253	BXIN_2866	3858	1285	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	105356	110551	+						39880254	BXIN_2867	5196		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	105356	110551	+	XM_029016776.1		XP_028870020.1	uncharacterized protein		39880254	BXIN_2867	5196	5196	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	105356	110551	+	XP_028870020.1		XM_029016776.1	uncharacterized protein		39880254	BXIN_2867	5196	1731	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	110674	111680	-						39880255	BXIN_2868	1007		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	110674	111680	-	XM_029016777.1		XP_028869814.1	Ubiquitin fusion degradation protein 1		39880255	BXIN_2868	897	897	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	110674	111680	-	XP_028869814.1		XM_029016777.1	Ubiquitin fusion degradation protein 1		39880255	BXIN_2868	897	298	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	112208	113401	+					slc35b1	39880256	BXIN_2869	1194		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	112208	113401	+	XM_029016778.1		XP_028870017.1	Solute carrier family 35 member B1	slc35b1	39880256	BXIN_2869	1194	1194	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	112208	113401	+	XP_028870017.1		XM_029016778.1	Solute carrier family 35 member B1	slc35b1	39880256	BXIN_2869	1194	397	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	119688	121166	-						39880257	BXIN_2870	1479		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	119688	121166	-	XM_029016779.1		XP_028869910.1	uncharacterized protein		39880257	BXIN_2870	1479	1479	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	119688	121166	-	XP_028869910.1		XM_029016779.1	uncharacterized protein		39880257	BXIN_2870	1479	492	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	122119	122637	-						39880258	BXIN_2871	519		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	122119	122637	-	XM_029016780.1		XP_028869915.1	Protein tyrosine phosphatase type IVA 2		39880258	BXIN_2871	519	519	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	122119	122637	-	XP_028869915.1		XM_029016780.1	Protein tyrosine phosphatase type IVA 2		39880258	BXIN_2871	519	172	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	124742	125035	+						39880259	BXIN_2872	294		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	124742	125035	+	XM_029016781.1		XP_028869917.1	Acylphosphatase-1		39880259	BXIN_2872	294	294	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	124742	125035	+	XP_028869917.1		XM_029016781.1	Acylphosphatase-1		39880259	BXIN_2872	294	97	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	125718	126437	-						39880260	BXIN_2873	720		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	125718	126437	-	XM_029016782.1		XP_028869918.1	uncharacterized protein		39880260	BXIN_2873	720	720	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	125718	126437	-	XP_028869918.1		XM_029016782.1	uncharacterized protein		39880260	BXIN_2873	720	239	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	127278	129299	+						39880261	BXIN_2874	2022		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	127278	129299	+	XM_029016783.1		XP_028869782.1	Phosphatidylinositol 4		39880261	BXIN_2874	2022	2022	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	127278	129299	+	XP_028869782.1		XM_029016783.1	Phosphatidylinositol 4		39880261	BXIN_2874	2022	673	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	129478	130098	+						39880262	BXIN_2875	621		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	129478	130098	+	XM_029016784.1		XP_028869963.1	uncharacterized protein		39880262	BXIN_2875	621	621	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	129478	130098	+	XP_028869963.1		XM_029016784.1	uncharacterized protein		39880262	BXIN_2875	621	206	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	130636	131226	+						39880263	BXIN_2876	591		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	130636	131226	+	XM_029016785.1		XP_028870056.1	uncharacterized protein		39880263	BXIN_2876	591	591	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	130636	131226	+	XP_028870056.1		XM_029016785.1	uncharacterized protein		39880263	BXIN_2876	591	196	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	132183	132494	-						39880264	BXIN_2877	312		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	132183	132494	-	XM_029016786.1		XP_028869919.1	uncharacterized protein		39880264	BXIN_2877	312	312	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	132183	132494	-	XP_028869919.1		XM_029016786.1	uncharacterized protein		39880264	BXIN_2877	312	103	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	132631	132951	-						39880265	BXIN_2878	321		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	132631	132951	-	XM_029016787.1		XP_028870039.1	uncharacterized protein		39880265	BXIN_2878	321	321	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	132631	132951	-	XP_028870039.1		XM_029016787.1	uncharacterized protein		39880265	BXIN_2878	321	106	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	133422	135583	-						39880266	BXIN_2879	2162		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	133422	135583	-	XM_029016788.1		XP_028870040.1	DEAD-box ATP-dependent RNA helicase 39		39880266	BXIN_2879	2013	2013	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	133422	135583	-	XP_028870040.1		XM_029016788.1	DEAD-box ATP-dependent RNA helicase 39		39880266	BXIN_2879	2013	670	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	136676	139549	+						39880267	BXIN_2880	2874		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	136676	139549	+	XM_029016789.1		XP_028869935.1	Polyphosphatidylinositol phosphatase INP53		39880267	BXIN_2880	2874	2874	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	136676	139549	+	XP_028869935.1		XM_029016789.1	Polyphosphatidylinositol phosphatase INP53		39880267	BXIN_2880	2874	957	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	141436	143515	+						39880268	BXIN_2881	2080		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	141436	143515	+	XM_029016790.1		XP_028869934.1	Cleft lip and palate transmembrane protein 1		39880268	BXIN_2881	1728	1728	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	141436	143515	+	XP_028869934.1		XM_029016790.1	Cleft lip and palate transmembrane protein 1		39880268	BXIN_2881	1728	575	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	143669	144717	-						39880269	BXIN_2882	1049		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	143669	144717	-	XM_029016791.1		XP_028869937.1	uncharacterized protein		39880269	BXIN_2882	978	978	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	143669	144717	-	XP_028869937.1		XM_029016791.1	uncharacterized protein		39880269	BXIN_2882	978	325	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	145720	147003	+						39880270	BXIN_2883	1284		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	145720	147003	+	XM_029016792.1		XP_028869936.1	DnaJ -like protein subfamily B member 14		39880270	BXIN_2883	1209	1209	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	145720	147003	+	XP_028869936.1		XM_029016792.1	DnaJ -like protein subfamily B member 14		39880270	BXIN_2883	1209	402	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	147153	148052	-						39880271	BXIN_2884	900		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	147153	148052	-	XM_029016793.1		XP_028869931.1	uncharacterized protein		39880271	BXIN_2884	750	750	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	147153	148052	-	XP_028869931.1		XM_029016793.1	uncharacterized protein		39880271	BXIN_2884	750	249	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	148311	150563	-						39880272	BXIN_2885	2253		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	148311	150563	-	XM_029016794.1		XP_028869930.1	uncharacterized protein		39880272	BXIN_2885	1707	1707	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	148311	150563	-	XP_028869930.1		XM_029016794.1	uncharacterized protein		39880272	BXIN_2885	1707	568	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	150720	151456	-						39880273	BXIN_2886	737		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	150720	151456	-	XM_029016795.1		XP_028869933.1	Superoxide dismutase [Fe]		39880273	BXIN_2886	600	600	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	150720	151456	-	XP_028869933.1		XM_029016795.1	Superoxide dismutase [Fe]		39880273	BXIN_2886	600	199	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	156517	158238	-						39880274	BXIN_2887	1722		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	156517	158238	-	XM_029016796.1		XP_028869932.1	uncharacterized protein		39880274	BXIN_2887	1722	1722	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	156517	158238	-	XP_028869932.1		XM_029016796.1	uncharacterized protein		39880274	BXIN_2887	1722	573	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	159011	161160	-						39880275	BXIN_2888	2150		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	159011	161160	-	XM_029016797.1		XP_028869929.1	DEAD-box ATP-dependent RNA helicase 7		39880275	BXIN_2888	2112	2112	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	159011	161160	-	XP_028869929.1		XM_029016797.1	DEAD-box ATP-dependent RNA helicase 7		39880275	BXIN_2888	2112	703	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	162404	167025	+						39880276	BXIN_2889	4622		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	162404	167025	+	XM_029016798.1		XP_028869928.1	uncharacterized protein		39880276	BXIN_2889	4554	4554	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	162404	167025	+	XP_028869928.1		XM_029016798.1	uncharacterized protein		39880276	BXIN_2889	4554	1517	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	167547	168794	-						39880277	BXIN_2890	1248		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	167547	168794	-	XM_029016799.1		XP_028869952.1	uncharacterized protein		39880277	BXIN_2890	1176	1176	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	167547	168794	-	XP_028869952.1		XM_029016799.1	uncharacterized protein		39880277	BXIN_2890	1176	391	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	172166	173464	-						39880278	BXIN_2891	1299		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	172166	173464	-	XM_029016800.1		XP_028869953.1	uncharacterized protein		39880278	BXIN_2891	1299	1299	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	172166	173464	-	XP_028869953.1		XM_029016800.1	uncharacterized protein		39880278	BXIN_2891	1299	432	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	174780	175700	-						39880279	BXIN_2892	921		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	174780	175700	-	XM_029016801.1		XP_028869950.1	uncharacterized protein		39880279	BXIN_2892	840	840	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	174780	175700	-	XP_028869950.1		XM_029016801.1	uncharacterized protein		39880279	BXIN_2892	840	279	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	176412	177701	-						39880280	BXIN_2893	1290		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	176412	177701	-	XM_029016802.1		XP_028869951.1	uncharacterized protein		39880280	BXIN_2893	1290	1290	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	176412	177701	-	XP_028869951.1		XM_029016802.1	uncharacterized protein		39880280	BXIN_2893	1290	429	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	178283	180406	+						39880281	BXIN_2894	2124		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	178283	180406	+	XM_029016803.1		XP_028869948.1	putative DExH-box ATP-dependent RNA helicase		39880281	BXIN_2894	2049	2049	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	178283	180406	+	XP_028869948.1		XM_029016803.1	putative DExH-box ATP-dependent RNA helicase		39880281	BXIN_2894	2049	682	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	180593	183318	-					sauU	39880282	BXIN_2895	2726		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	180593	183318	-	XM_029016804.1		XP_028869949.1	putative sulfoacetate transporter SauU	sauU	39880282	BXIN_2895	2214	2214	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	180593	183318	-	XP_028869949.1		XM_029016804.1	putative sulfoacetate transporter SauU	sauU	39880282	BXIN_2895	2214	737	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	184030	184749	-						39880283	BXIN_2896	720		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	184030	184749	-	XM_029016805.1		XP_028869946.1	uncharacterized protein		39880283	BXIN_2896	540	540	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	184030	184749	-	XP_028869946.1		XM_029016805.1	uncharacterized protein		39880283	BXIN_2896	540	179	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	185607	187146	-						39880284	BXIN_2897	1540		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	185607	187146	-	XM_029016806.1		XP_028869947.1	Branchpoint-bridging protein		39880284	BXIN_2897	1503	1503	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	185607	187146	-	XP_028869947.1		XM_029016806.1	Branchpoint-bridging protein		39880284	BXIN_2897	1503	500	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	188218	191817	+						39880285	BXIN_2898	3600		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	188218	191817	+	XM_029016807.1		XP_028869816.1	Eukaryotic translation initiation factor 2-alpha kinase 1		39880285	BXIN_2898	3600	3600	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	188218	191817	+	XP_028869816.1		XM_029016807.1	Eukaryotic translation initiation factor 2-alpha kinase 1		39880285	BXIN_2898	3600	1199	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	191858	193132	-						39880286	BXIN_2899	1275		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	191858	193132	-	XM_029016808.1		XP_028869945.1	putative CDP-alcohol phosphatidyltransferase class-I family protein C22A12.10		39880286	BXIN_2899	1203	1203	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	191858	193132	-	XP_028869945.1		XM_029016808.1	putative CDP-alcohol phosphatidyltransferase class-I family protein C22A12.10		39880286	BXIN_2899	1203	400	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	194024	197188	+						39880287	BXIN_2900	3165		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	194024	197188	+	XM_029016809.1		XP_028870035.1	SWR1-complex protein 4		39880287	BXIN_2900	2853	2853	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	194024	197188	+	XP_028870035.1		XM_029016809.1	SWR1-complex protein 4		39880287	BXIN_2900	2853	950	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	197199	211703	-						39880288	BXIN_2901	14505		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	197199	211703	-	XM_029016810.1		XP_028870036.1	putative E3 ubiquitin-protein ligase protein		39880288	BXIN_2901	14505	14505	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	197199	211703	-	XP_028870036.1		XM_029016810.1	putative E3 ubiquitin-protein ligase protein		39880288	BXIN_2901	14505	4834	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	212343	212912	-						39880289	BXIN_2902	570		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	212343	212912	-	XM_029016811.1		XP_028870037.1	Diamine acetyltransferase		39880289	BXIN_2902	570	570	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	212343	212912	-	XP_028870037.1		XM_029016811.1	Diamine acetyltransferase		39880289	BXIN_2902	570	189	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	213461	214300	+						39880290	BXIN_2903	840		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	213461	214300	+	XM_029016812.1		XP_028870038.1	Cubilin		39880290	BXIN_2903	669	669	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	213461	214300	+	XP_028870038.1		XM_029016812.1	Cubilin		39880290	BXIN_2903	669	222	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	214406	215683	-						39880291	BXIN_2904	1278		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	214406	215683	-	XM_029016813.1		XP_028870033.1	uncharacterized protein		39880291	BXIN_2904	1278	1278	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	214406	215683	-	XP_028870033.1		XM_029016813.1	uncharacterized protein		39880291	BXIN_2904	1278	425	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	216362	217639	-						39880292	BXIN_2905	1278		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	216362	217639	-	XM_029016814.1		XP_028870034.1	putative ferredoxin-NADP reductase		39880292	BXIN_2905	999	999	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	216362	217639	-	XP_028870034.1		XM_029016814.1	putative ferredoxin-NADP reductase		39880292	BXIN_2905	999	332	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	222579	225636	+						39880293	BXIN_2906	3058		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	222579	225636	+	XM_029016815.1		XP_028869897.1	N-alpha-acetyltransferase		39880293	BXIN_2906	3021	3021	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	222579	225636	+	XP_028869897.1		XM_029016815.1	N-alpha-acetyltransferase		39880293	BXIN_2906	3021	1006	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	226192	227986	-						39880294	BXIN_2907	1795		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	226192	227986	-	XM_029016816.1		XP_028869900.1	Serine/threonine-protein phosphatase 5		39880294	BXIN_2907	1518	1518	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	226192	227986	-	XP_028869900.1		XM_029016816.1	Serine/threonine-protein phosphatase 5		39880294	BXIN_2907	1518	505	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	230419	231889	-						39880295	BXIN_2908	1471		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	230419	231889	-	XM_029016817.1		XP_028869965.1	uncharacterized protein		39880295	BXIN_2908	939	939	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	230419	231889	-	XP_028869965.1		XM_029016817.1	uncharacterized protein		39880295	BXIN_2908	939	312	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	232564	233334	+						39880296	BXIN_2909	771		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	232564	233334	+	XM_029016818.1		XP_028870032.1	40S ribosomal protein S8		39880296	BXIN_2909	579	579	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	232564	233334	+	XP_028870032.1		XM_029016818.1	40S ribosomal protein S8		39880296	BXIN_2909	579	192	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	234486	235275	-						39880297	BXIN_2910	790		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	234486	235275	-	XM_029016819.1		XP_028870052.1	uncharacterized protein		39880297	BXIN_2910	567	567	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	234486	235275	-	XP_028870052.1		XM_029016819.1	uncharacterized protein		39880297	BXIN_2910	567	188	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	235958	237757	-						39880298	BXIN_2911	1800		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	235958	237757	-	XM_029016820.1		XP_028870051.1	Merozoite receptor PK66		39880298	BXIN_2911	1800	1800	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	235958	237757	-	XP_028870051.1		XM_029016820.1	Merozoite receptor PK66		39880298	BXIN_2911	1800	599	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	238251	239859	-						39880299	BXIN_2912	1609		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	238251	239859	-	XM_029016821.1		XP_028870050.1	uncharacterized protein		39880299	BXIN_2912	1269	1269	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	238251	239859	-	XP_028870050.1		XM_029016821.1	uncharacterized protein		39880299	BXIN_2912	1269	422	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	240892	242749	+						39880300	BXIN_2913	1858		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	240892	242749	+	XM_029016822.1		XP_028870049.1	uncharacterized protein		39880300	BXIN_2913	1491	1491	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	240892	242749	+	XP_028870049.1		XM_029016822.1	uncharacterized protein		39880300	BXIN_2913	1491	496	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	242928	245381	+						39880301	BXIN_2914	2454		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	242928	245381	+	XM_029016823.1		XP_028870057.1	uncharacterized protein		39880301	BXIN_2914	1737	1737	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	242928	245381	+	XP_028870057.1		XM_029016823.1	uncharacterized protein		39880301	BXIN_2914	1737	578	
gene	protein_coding	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	245683	246501	-						39880302	BXIN_2915	819		partial
mRNA		GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	245683	246501	-	XM_029016824.1		XP_028870055.1	Protein FAM76A		39880302	BXIN_2915	819	819	partial
CDS	with_protein	GCF_002095265.1	Primary Assembly	unplaced scaffold		NW_021639439.1	245683	246501	-	XP_028870055.1		XM_029016824.1	Protein FAM76A		39880302	BXIN_2915	819	272	
