# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	41207	49437	+						39877044	BOVATA_047670	8231		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	41207	49437	+	XM_029013684.1		XP_028869517.1	uncharacterized protein		39877044	BOVATA_047670	7197	7197	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	41207	49437	+	XP_028869517.1		XM_029013684.1	uncharacterized protein		39877044	BOVATA_047670	7197	2398	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	42422	43477	-						39877045	BOVATA_047680	1056		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	42422	43477	-	XM_029013685.1		XP_028869518.1	uncharacterized protein		39877045	BOVATA_047680	1020	1020	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	42422	43477	-	XP_028869518.1		XM_029013685.1	uncharacterized protein		39877045	BOVATA_047680	1020	339	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	44672	46105	-						39877046	BOVATA_047690	1434		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	44672	46105	-	XM_029013686.1		XP_028869519.1	uncharacterized protein		39877046	BOVATA_047690	1434	1434	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	44672	46105	-	XP_028869519.1		XM_029013686.1	uncharacterized protein		39877046	BOVATA_047690	1434	477	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	49476	55756	+						39877047	BOVATA_047700	6281		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	49476	55756	+	XM_029013687.1		XP_028869520.1	Extracellular matrix-binding ebh		39877047	BOVATA_047700	6225	6225	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	49476	55756	+	XP_028869520.1		XM_029013687.1	Extracellular matrix-binding ebh		39877047	BOVATA_047700	6225	2074	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	50445	51107	-						39877048	BOVATA_047710	663		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	50445	51107	-	XM_029013688.1		XP_028869521.1	DNA-directed RNA polymerase subunit beta, putative		39877048	BOVATA_047710	663	663	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	50445	51107	-	XP_028869521.1		XM_029013688.1	DNA-directed RNA polymerase subunit beta, putative		39877048	BOVATA_047710	663	220	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	52371	54610	-						39877049	BOVATA_047720	2240		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	52371	54610	-	XM_029013689.1		XP_028869522.1	amino acid peptide transporter, putative		39877049	BOVATA_047720	1623	1623	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638354.1	52371	54610	-	XP_028869522.1		XM_029013689.1	amino acid peptide transporter, putative		39877049	BOVATA_047720	1623	540	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	2678	4381	+						39877050	BOVATA_047730	1704		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	2678	4381	+	XM_029013690.1		XP_028869523.1	uncharacterized protein		39877050	BOVATA_047730	1704	1704	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	2678	4381	+	XP_028869523.1		XM_029013690.1	uncharacterized protein		39877050	BOVATA_047730	1704	567	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	4408	5557	+						39877051	BOVATA_047740	1150		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	4408	5557	+	XM_029013691.1		XP_028869524.1	uncharacterized protein		39877051	BOVATA_047740	996	996	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	4408	5557	+	XP_028869524.1		XM_029013691.1	uncharacterized protein		39877051	BOVATA_047740	996	331	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	7361	7765	+						39877052	BOVATA_047750	405		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	7361	7765	+	XM_029013692.1		XP_028869525.1	uncharacterized protein		39877052	BOVATA_047750	405	405	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	7361	7765	+	XP_028869525.1		XM_029013692.1	uncharacterized protein		39877052	BOVATA_047750	405	134	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	7990	20846	+						39877053	BOVATA_047760	12857		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	7990	20846	+	XM_029013693.1		XP_028869526.1	uncharacterized protein		39877053	BOVATA_047760	11709	11709	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	7990	20846	+	XP_028869526.1		XM_029013693.1	uncharacterized protein		39877053	BOVATA_047760	11709	3902	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	21529	24841	+						39877054	BOVATA_047770	3313		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	21529	24841	+	XM_029013694.1		XP_028869527.1	uncharacterized protein		39877054	BOVATA_047770	3210	3210	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	21529	24841	+	XP_028869527.1		XM_029013694.1	uncharacterized protein		39877054	BOVATA_047770	3210	1069	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	27501	31498	+						39877055	BOVATA_047780	3998		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	27501	31498	+	XM_029013695.1		XP_028869528.1	uncharacterized protein		39877055	BOVATA_047780	3960	3960	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	27501	31498	+	XP_028869528.1		XM_029013695.1	uncharacterized protein		39877055	BOVATA_047780	3960	1319	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	32950	37768	+						39877056	BOVATA_047790	4819		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	32950	37768	+	XM_029013696.1		XP_028869529.1	Extracellular matrix-binding ebh, putative		39877056	BOVATA_047790	4485	4485	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	32950	37768	+	XP_028869529.1		XM_029013696.1	Extracellular matrix-binding ebh, putative		39877056	BOVATA_047790	4485	1494	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	39589	51326	+						39877057	BOVATA_047800	11738		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	39589	51326	+	XM_029013697.1		XP_028869530.1	uncharacterized protein		39877057	BOVATA_047800	10980	10980	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	39589	51326	+	XP_028869530.1		XM_029013697.1	uncharacterized protein		39877057	BOVATA_047800	10980	3659	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	43486	43884	-						39877058	BOVATA_047810	399		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	43486	43884	-	XM_029013698.1		XP_028869531.1	shikimate dehydrogenase, putative		39877058	BOVATA_047810	399	399	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	43486	43884	-	XP_028869531.1		XM_029013698.1	shikimate dehydrogenase, putative		39877058	BOVATA_047810	399	132	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	51505	55940	+						39877059	BOVATA_047820	4436		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	51505	55940	+	XM_029013699.1		XP_028869532.1	uncharacterized protein		39877059	BOVATA_047820	4230	4230	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	51505	55940	+	XP_028869532.1		XM_029013699.1	uncharacterized protein		39877059	BOVATA_047820	4230	1409	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	53950	54234	-						39877060	BOVATA_047830	285		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	53950	54234	-	XM_029013700.1		XP_028869533.1	iron permease, putative		39877060	BOVATA_047830	285	285	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638355.1	53950	54234	-	XP_028869533.1		XM_029013700.1	iron permease, putative		39877060	BOVATA_047830	285	94	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	4469	7708	+						39877061	BOVATA_047840	3240		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	4469	7708	+	XM_029013701.1		XP_028869534.1	uncharacterized protein		39877061	BOVATA_047840	3198	3198	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	4469	7708	+	XP_028869534.1		XM_029013701.1	uncharacterized protein		39877061	BOVATA_047840	3198	1065	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	8938	10032	+						39877062	BOVATA_047850	1095		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	8938	10032	+	XM_029013702.1		XP_028869535.1	uncharacterized protein		39877062	BOVATA_047850	1095	1095	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	8938	10032	+	XP_028869535.1		XM_029013702.1	uncharacterized protein		39877062	BOVATA_047850	1095	364	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	10692	15711	+						39877063	BOVATA_047860	5020		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	10692	15711	+	XM_029013703.1		XP_028869536.1	uncharacterized protein		39877063	BOVATA_047860	4992	4992	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	10692	15711	+	XP_028869536.1		XM_029013703.1	uncharacterized protein		39877063	BOVATA_047860	4992	1663	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	17293	28591	+						39877064	BOVATA_047870	11299		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	17293	28591	+	XM_029013704.1		XP_028869537.1	uncharacterized protein		39877064	BOVATA_047870	9915	9915	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	17293	28591	+	XP_028869537.1		XM_029013704.1	uncharacterized protein		39877064	BOVATA_047870	9915	3304	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	29419	33979	+						39877065	BOVATA_047880	4561		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	29419	33979	+	XM_029013705.1		XP_028869538.1	uncharacterized protein		39877065	BOVATA_047880	4533	4533	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	29419	33979	+	XP_028869538.1		XM_029013705.1	uncharacterized protein		39877065	BOVATA_047880	4533	1510	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	34300	44789	+						39877066	BOVATA_047890	10490		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	34300	44789	+	XM_029013706.1		XP_028869539.1	uncharacterized protein		39877066	BOVATA_047890	9465	9465	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	34300	44789	+	XP_028869539.1		XM_029013706.1	uncharacterized protein		39877066	BOVATA_047890	9465	3154	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	47735	52206	+						39877067	BOVATA_047900	4472		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	47735	52206	+	XM_029013707.1		XP_028869540.1	uncharacterized protein		39877067	BOVATA_047900	4389	4389	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638356.1	47735	52206	+	XP_028869540.1		XM_029013707.1	uncharacterized protein		39877067	BOVATA_047900	4389	1462	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	1894	6636	-						39877068	BOVATA_047910	4743		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	1894	6636	-	XM_029013708.1		XP_028869541.1	uncharacterized protein		39877068	BOVATA_047910	4710	4710	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	1894	6636	-	XP_028869541.1		XM_029013708.1	uncharacterized protein		39877068	BOVATA_047910	4710	1569	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	8312	12916	-						39877069	BOVATA_047920	4605		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	8312	12916	-	XM_029013709.1		XP_028869542.1	uncharacterized protein		39877069	BOVATA_047920	4272	4272	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	8312	12916	-	XP_028869542.1		XM_029013709.1	uncharacterized protein		39877069	BOVATA_047920	4272	1423	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	9452	10093	+						39877070	BOVATA_047930	642		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	9452	10093	+	XM_029013710.1		XP_028869543.1	Methylcrotonoyl- carboxylase subunit beta, putative		39877070	BOVATA_047930	642	642	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	9452	10093	+	XP_028869543.1		XM_029013710.1	Methylcrotonoyl- carboxylase subunit beta, putative		39877070	BOVATA_047930	642	213	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	13694	15687	-						39877071	BOVATA_047940	1994		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	13694	15687	-	XM_029013711.1		XP_028869544.1	uncharacterized protein		39877071	BOVATA_047940	1809	1809	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	13694	15687	-	XP_028869544.1		XM_029013711.1	uncharacterized protein		39877071	BOVATA_047940	1809	602	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	24525	27540	-						39877072	BOVATA_047950	3016		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	24525	27540	-	XM_029013712.1		XP_028869545.1	uncharacterized protein		39877072	BOVATA_047950	2967	2967	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	24525	27540	-	XP_028869545.1		XM_029013712.1	uncharacterized protein		39877072	BOVATA_047950	2967	988	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	26742	27044	+						39877073	BOVATA_047960	303		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	26742	27044	+	XM_029013713.1		XP_028869546.1	uncharacterized protein		39877073	BOVATA_047960	303	303	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	26742	27044	+	XP_028869546.1		XM_029013713.1	uncharacterized protein		39877073	BOVATA_047960	303	100	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	28945	31854	-						39877074	BOVATA_047970	2910		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	28945	31854	-	XM_029013714.1		XP_028869547.1	uncharacterized protein		39877074	BOVATA_047970	2877	2877	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	28945	31854	-	XP_028869547.1		XM_029013714.1	uncharacterized protein		39877074	BOVATA_047970	2877	958	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	32595	38308	-						39877075	BOVATA_047980	5714		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	32595	38308	-	XM_029013715.1		XP_028869548.1	uncharacterized protein		39877075	BOVATA_047980	5670	5670	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	32595	38308	-	XP_028869548.1		XM_029013715.1	uncharacterized protein		39877075	BOVATA_047980	5670	1889	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	39743	44902	-						39877076	BOVATA_047990	5160		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	39743	44902	-	XM_029013716.1		XP_028869549.1	uncharacterized protein		39877076	BOVATA_047990	5094	5094	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	39743	44902	-	XP_028869549.1		XM_029013716.1	uncharacterized protein		39877076	BOVATA_047990	5094	1697	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	41669	42148	+						39877077	BOVATA_048000	480		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	41669	42148	+	XM_029013717.1		XP_028869550.1	Uncharacterized aarF domain-containing kinase 2, putative		39877077	BOVATA_048000	480	480	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	41669	42148	+	XP_028869550.1		XM_029013717.1	Uncharacterized aarF domain-containing kinase 2, putative		39877077	BOVATA_048000	480	159	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	47172	51205	-						39877078	BOVATA_048010	4034		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	47172	51205	-	XM_029013718.1		XP_028869551.1	uncharacterized protein		39877078	BOVATA_048010	3381	3381	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638357.1	47172	51205	-	XP_028869551.1		XM_029013718.1	uncharacterized protein		39877078	BOVATA_048010	3381	1126	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	1363	15946	+						39877079	BOVATA_048020	14584		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	1363	15946	+	XM_029013719.1		XP_028869552.1	uncharacterized protein		39877079	BOVATA_048020	13500	13500	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	1363	15946	+	XP_028869552.1		XM_029013719.1	uncharacterized protein		39877079	BOVATA_048020	13500	4499	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	9787	10245	-						39877080	BOVATA_048030	459		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	9787	10245	-	XM_029013720.1		XP_028869553.1	carboxymethylenebutenolidase, putative		39877080	BOVATA_048030	459	459	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	9787	10245	-	XP_028869553.1		XM_029013720.1	carboxymethylenebutenolidase, putative		39877080	BOVATA_048030	459	152	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	14882	15523	-						39877081	BOVATA_048040	642		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	14882	15523	-	XM_029013721.1		XP_028869554.1	sodium:proton antiporter, putative		39877081	BOVATA_048040	642	642	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	14882	15523	-	XP_028869554.1		XM_029013721.1	sodium:proton antiporter, putative		39877081	BOVATA_048040	642	213	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	18148	21532	+						39877082	BOVATA_048050	3385		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	18148	21532	+	XM_029013722.1		XP_028869555.1	Extracellular matrix-binding ebh, putative		39877082	BOVATA_048050	3345	3345	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	18148	21532	+	XP_028869555.1		XM_029013722.1	Extracellular matrix-binding ebh, putative		39877082	BOVATA_048050	3345	1114	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	24616	28609	+						39877083	BOVATA_048060	3994		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	24616	28609	+	XM_029013723.1		XP_028869556.1	uncharacterized protein		39877083	BOVATA_048060	3771	3771	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	24616	28609	+	XP_028869556.1		XM_029013723.1	uncharacterized protein		39877083	BOVATA_048060	3771	1256	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	31446	49895	+						39877084	BOVATA_048070	18450		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	31446	49895	+	XM_029013724.1		XP_028869557.1	uncharacterized protein		39877084	BOVATA_048070	16473	16473	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638358.1	31446	49895	+	XP_028869557.1		XM_029013724.1	uncharacterized protein		39877084	BOVATA_048070	16473	5490	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	53	4579	-						39877085	BOVATA_048080	4527		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	53	4579	-	XM_029013725.1		XP_028869558.1	uncharacterized protein		39877085	BOVATA_048080	4500	4500	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	53	4579	-	XP_028869558.1		XM_029013725.1	uncharacterized protein		39877085	BOVATA_048080	4500	1499	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	6807	7818	-						39877086	BOVATA_048090	1012		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	6807	7818	-	XM_029013726.1		XP_028869559.1	Extracellular matrix-binding ebh, putative		39877086	BOVATA_048090	924	924	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	6807	7818	-	XP_028869559.1		XM_029013726.1	Extracellular matrix-binding ebh, putative		39877086	BOVATA_048090	924	307	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	8102	9997	-						39877087	BOVATA_048100	1896		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	8102	9997	-	XM_029013727.1		XP_028869560.1	uncharacterized protein		39877087	BOVATA_048100	1896	1896	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	8102	9997	-	XP_028869560.1		XM_029013727.1	uncharacterized protein		39877087	BOVATA_048100	1896	631	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	11728	15836	-						39877088	BOVATA_048110	4109		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	11728	15836	-	XM_029013728.1		XP_028869561.1	uncharacterized protein		39877088	BOVATA_048110	4023	4023	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	11728	15836	-	XP_028869561.1		XM_029013728.1	uncharacterized protein		39877088	BOVATA_048110	4023	1340	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	19315	19779	-						39877089	BOVATA_048120	465		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	19315	19779	-	XM_029013729.1		XP_028869562.1	spermidine synthase, putative		39877089	BOVATA_048120	465	465	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	19315	19779	-	XP_028869562.1		XM_029013729.1	spermidine synthase, putative		39877089	BOVATA_048120	465	154	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	21467	24418	-						39877090	BOVATA_048130	2952		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	21467	24418	-	XM_029013730.1		XP_028869563.1	uncharacterized protein		39877090	BOVATA_048130	2952	2952	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	21467	24418	-	XP_028869563.1		XM_029013730.1	uncharacterized protein		39877090	BOVATA_048130	2952	983	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	25071	29297	-						39877091	BOVATA_048140	4227		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	25071	29297	-	XM_029013731.1		XP_028869564.1	uncharacterized protein		39877091	BOVATA_048140	4227	4227	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	25071	29297	-	XP_028869564.1		XM_029013731.1	uncharacterized protein		39877091	BOVATA_048140	4227	1408	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	30132	32942	-						39877092	BOVATA_048150	2811		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	30132	32942	-	XM_029013732.1		XP_028869565.1	uncharacterized protein		39877092	BOVATA_048150	2811	2811	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	30132	32942	-	XP_028869565.1		XM_029013732.1	uncharacterized protein		39877092	BOVATA_048150	2811	936	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	33079	35592	-						39877093	BOVATA_048160	2514		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	33079	35592	-	XM_029013733.1		XP_028869566.1	uncharacterized protein		39877093	BOVATA_048160	2481	2481	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	33079	35592	-	XP_028869566.1		XM_029013733.1	uncharacterized protein		39877093	BOVATA_048160	2481	826	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	36019	36479	+						39877094	BOVATA_048170	461		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638359.1	36019	36479	+	XM_029013734.1		XP_028869567.1	DNA polymerase epsilon subunit, putative		39877094	BOVATA_048170	231	231	partial
